Experiment ID	Chip ID	Anatomical entity ID	Anatomical entity name	Stage ID	Stage name	IQRray score	MAS5 percent present	Normalization type	Scan date	Chip type ID	CDF name	Chip type name	IQRray score threshold for the chip type	MAS5 percent present threshold for the chip type	Data source	Data source URL	Bgee normalized data URL	Bgee normalized data file	Bgee raw file URL
GSE3594	GSM82894	UBERON:0003881	CA1 field of hippocampus	MmusDv:0000052	8 weeks (mouse)	NA	36.23	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82894	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82894
GSE3594	GSM82895	UBERON:0003883	CA3 field of hippocampus	MmusDv:0000052	8 weeks (mouse)	NA	50.01	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82895	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82895
GSE3594	GSM82896	UBERON:0003881	CA1 field of hippocampus	MmusDv:0000052	8 weeks (mouse)	NA	44.26	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82896	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82896
GSE3594	GSM82897	UBERON:0001384	primary motor cortex	MmusDv:0000052	8 weeks (mouse)	NA	50.55	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82897	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82897
GSE3594	GSM82898	UBERON:0001384	primary motor cortex	MmusDv:0000052	8 weeks (mouse)	NA	50.44	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82898	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82898
GSE3594	GSM82899	UBERON:0002728	entorhinal cortex	MmusDv:0000052	8 weeks (mouse)	NA	39.77	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82899	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82899
GSE3594	GSM82900	UBERON:0002728	entorhinal cortex	MmusDv:0000052	8 weeks (mouse)	NA	46.16	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82900	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82900
GSE3594	GSM82901	UBERON:0006083	perirhinal cortex	MmusDv:0000052	8 weeks (mouse)	NA	42.15	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82901	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82901
GSE3594	GSM82902	UBERON:0006083	perirhinal cortex	MmusDv:0000052	8 weeks (mouse)	NA	46.32	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82902	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82902
GSE3594	GSM82903	UBERON:0001954	Ammon's horn	MmusDv:0000052	8 weeks (mouse)	NA	50.28	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82903	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82903
GSE3594	GSM82904	UBERON:0001954	Ammon's horn	MmusDv:0000052	8 weeks (mouse)	NA	47.24	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82904	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82904
GSE3594	GSM82905	UBERON:0001898	hypothalamus	MmusDv:0000052	8 weeks (mouse)	NA	51.69	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82905	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82905
GSE3594	GSM82906	UBERON:0001898	hypothalamus	MmusDv:0000052	8 weeks (mouse)	NA	50.96	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82906	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82906
GSE3594	GSM82907	UBERON:0000007	pituitary gland	MmusDv:0000052	8 weeks (mouse)	NA	41.11	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82907	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82907
GSE3594	GSM82908	UBERON:0000007	pituitary gland	MmusDv:0000052	8 weeks (mouse)	NA	46.57	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82908	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82908
GSE3594	GSM82909	UBERON:0001880	bed nucleus of stria terminalis	MmusDv:0000052	8 weeks (mouse)	NA	51.76	MAS5	NA	A-AFFY-6	MG_U74Av2	Affymetrix GeneChip Murine Genome U74Av2	44245.73	26.68	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM82909	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE3594.zip	Mus_musculus_probesets_GSE3594_A-AFFY-6_MAS5.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/mas5_files/GSE3594/GSM82909
