Experiment ID	Chip ID	Anatomical entity ID	Anatomical entity name	Stage ID	Stage name	IQRray score	MAS5 percent present	Normalization type	Scan date	Chip type ID	CDF name	Chip type name	IQRray score threshold for the chip type	MAS5 percent present threshold for the chip type	Data source	Data source URL	Bgee normalized data URL	Bgee normalized data file	Bgee raw file URL
GSE16496	GSM414517	UBERON:0002667	lateral septal nucleus	UBERON:0018241	prime adult stage	147606.55	48.38	gcRMA	07/09/05 16:31:04	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414517	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414517.CEL.gz
GSE16496	GSM414518	UBERON:0002667	lateral septal nucleus	UBERON:0018241	prime adult stage	142487.55	46.97	gcRMA	07/10/05 15:45:14	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414518	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414518.CEL.gz
GSE16496	GSM414519	UBERON:0013531	retrosplenial region	UBERON:0018241	prime adult stage	132268.41	45.72	gcRMA	02/06/06 18:11:19	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414519	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414519.CEL.gz
GSE16496	GSM414520	UBERON:0013531	retrosplenial region	UBERON:0018241	prime adult stage	141748.68	48.07	gcRMA	02/07/06 18:23:12	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414520	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414520.CEL.gz
GSE16496	GSM414521	UBERON:0001384	primary motor cortex	UBERON:0018241	prime adult stage	135322.86	46.36	gcRMA	07/09/05 15:50:09	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414521	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414521.CEL.gz
GSE16496	GSM414522	UBERON:0001384	primary motor cortex	UBERON:0018241	prime adult stage	141149.05	47.25	gcRMA	07/10/05 15:09:23	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414522	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414522.CEL.gz
GSE16496	GSM414523	UBERON:0003027	cingulate cortex	UBERON:0018241	prime adult stage	145231.68	49.31	gcRMA	07/09/05 16:11:28	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414523	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414523.CEL.gz
GSE16496	GSM414524	UBERON:0003027	cingulate cortex	UBERON:0018241	prime adult stage	144941.91	49.04	gcRMA	07/10/05 15:25:33	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414524	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414524.CEL.gz
GSE16496	GSM414525	UBERON:0002264	olfactory bulb	UBERON:0018241	prime adult stage	147985.59	52.15	gcRMA	09/15/06 15:33:21	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414525	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414525.CEL.gz
GSE16496	GSM414526	UBERON:0002264	olfactory bulb	UBERON:0018241	prime adult stage	149107.82	53.22	gcRMA	09/15/06 15:51:39	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414526	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414526.CEL.gz
GSE16496	GSM414527	UBERON:0002264	olfactory bulb	UBERON:0018241	prime adult stage	153818	53.91	gcRMA	09/15/06 16:35:34	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414527	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414527.CEL.gz
GSE16496	GSM414528	UBERON:0002264	olfactory bulb	UBERON:0018241	prime adult stage	151510.73	53.01	gcRMA	09/15/06 16:55:29	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414528	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414528.CEL.gz
GSE16496	GSM414529	UBERON:0004725	piriform cortex	UBERON:0018241	prime adult stage	133823.73	45.11	gcRMA	12/20/06 15:30:22	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414529	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414529.CEL.gz
GSE16496	GSM414530	UBERON:0004725	piriform cortex	UBERON:0018241	prime adult stage	135742.27	46.27	gcRMA	12/20/06 16:05:47	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414530	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414530.CEL.gz
GSE16496	GSM414531	UBERON:0001883	olfactory tubercle	UBERON:0018241	prime adult stage	137704.36	48.19	gcRMA	02/06/06 16:31:54	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414531	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414531.CEL.gz
GSE16496	GSM414532	UBERON:0001883	olfactory tubercle	UBERON:0018241	prime adult stage	138736.59	47.91	gcRMA	02/07/06 16:42:07	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414532	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414532.CEL.gz
GSE16496	GSM414533	UBERON:0002191	subiculum	UBERON:0018241	prime adult stage	130188.14	45.74	gcRMA	11/22/06 17:44:24	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414533	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414533.CEL.gz
GSE16496	GSM414534	UBERON:0002191	subiculum	UBERON:0018241	prime adult stage	133122.73	46.89	gcRMA	11/22/06 18:00:34	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414534	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414534.CEL.gz
GSE16496	GSM414535	UBERON:0003881	CA1 field of hippocampus	UBERON:0018241	prime adult stage	155058.23	49.17	gcRMA	09/01/06 17:00:42	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414535	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414535.CEL.gz
GSE16496	GSM414536	UBERON:0003881	CA1 field of hippocampus	UBERON:0018241	prime adult stage	153806.59	49.9	gcRMA	09/01/06 18:48:49	A-AFFY-45	Mouse430_2	Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2]	120465.97	30.36	GEO	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM414536	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/bgee_v13_1/download/processed_expr_values/affymetrix/Mus_musculus/Mus_musculus_Affymetrix_probesets_GSE16496.zip	Mus_musculus_probesets_GSE16496_A-AFFY-45_gcRMA.tsv	ftp://lausanne.isb-sib.ch/pub/databases/Bgee/affymetrix_data/cel_files/GSE16496/GSM414536.CEL.gz
